"scenario","pve","K","coding","bin","n","sum_pip","n_true","sum_brier","mean_pip","observed_frequency","brier"
"Additive + Recessive",0.3,5,"dominant",6,15,8.38281235530591,0,4.69954802030686,0.558854157020394,0,0.313303201353791
"Additive + Recessive + Dominant",0.3,5,"dominant",6,155,84.6355572759972,79,39.0521621138279,0.54603585339353,0.509677419354839,0.251949432992438
"Additive only",0.3,5,"dominant",6,16,8.51463656289419,0,4.54804435049186,0.532164785180887,0,0.284252771905741
"Dominant only",0.3,5,"dominant",6,69,37.7127697672537,44,16.5681320707572,0.546561880684836,0.63768115942029,0.24011785609793
"Recessive + Dominant",0.3,5,"dominant",6,135,74.4241473481334,91,31.0571444089658,0.551289980356544,0.674074074074074,0.230052921547894
"Recessive only",0.3,5,"dominant",6,1,0.514088896247661,0,0.264287393245139,0.514088896247661,0,0.264287393245139
"Additive + Dominant",0.4,5,"dominant",6,269,146.506300045443,165,64.9966842179155,0.544633085670791,0.613382899628253,0.24162336140489
"Additive + Recessive",0.4,5,"dominant",6,25,14.0789255325351,0,7.94546987590592,0.563157021301402,0,0.317818795036237
"Additive + Recessive + Dominant",0.4,5,"dominant",6,213,116.943576289101,119,52.9135362397132,0.549030874596717,0.55868544600939,0.248420357932926
"Additive only",0.4,5,"dominant",6,19,9.94568490661723,0,5.22467262843094,0.523457100348275,0,0.274982769917418
"Dominant only",0.4,5,"dominant",6,114,62.2541085913952,77,26.7247307313851,0.546088671854344,0.675438596491228,0.234427462556009
"Recessive + Dominant",0.4,5,"dominant",6,176,95.4607385464898,101,42.9007088980191,0.542390559923238,0.573863636363636,0.243754027829654
"Recessive only",0.4,5,"dominant",6,0,0,0,0,NA,NA,NA
"Additive only",0.1,1,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive only",0.1,1,"recessive",6,20,10.8834484029394,12,4.86280542009823,0.544172420146969,0.6,0.243140271004912
"Additive only",0.2,1,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive only",0.2,1,"recessive",6,26,13.7323815035736,16,6.19773718973932,0.528168519368214,0.615384615384615,0.238374507297666
"Additive only",0.3,1,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive only",0.3,1,"recessive",6,34,17.2634912275781,17,8.60511614283249,0.50774974198759,0.5,0.253091651259779
"Additive only",0.4,1,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive only",0.4,1,"recessive",6,40,20.3387598535431,20,9.99942116042409,0.508468996338577,0.5,0.249985529010602
"Additive + Dominant",0.1,2,"recessive",6,1,0.504056968111114,0,0.254073427101368,0.504056968111114,0,0.254073427101368
"Additive + Recessive",0.1,2,"recessive",6,12,6.53138782326233,7,2.81355225106703,0.544282318605194,0.583333333333333,0.234462687588919
"Additive only",0.1,2,"recessive",6,1,0.519688354227302,0,0.270075985519481,0.519688354227302,0,0.270075985519481
"Dominant only",0.1,2,"recessive",6,1,0.511400522384554,0,0.261530494295195,0.511400522384554,0,0.261530494295195
"Recessive + Dominant",0.1,2,"recessive",6,12,6.41392165895779,9,2.76084021694764,0.534493471579816,0.75,0.23007001807897
"Recessive only",0.1,2,"recessive",6,23,12.413544481333,14,5.76705237860423,0.539719325275346,0.608695652173913,0.250741407765401
"Additive + Dominant",0.2,2,"recessive",6,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,2,"recessive",6,14,7.62424149966393,9,3.32500784549874,0.544588678547424,0.642857142857143,0.237500560392767
"Additive only",0.2,2,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.2,2,"recessive",6,16,8.62088055500552,7,4.24826091312871,0.538805034687845,0.4375,0.265516307070544
"Recessive only",0.2,2,"recessive",6,27,14.6874049553429,16,6.51059453344114,0.543977961308995,0.592592592592593,0.241133130868191
"Additive + Dominant",0.3,2,"recessive",6,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.3,2,"recessive",6,13,6.94293685922797,10,3.00696403098958,0.534072066094459,0.769230769230769,0.231304925460737
"Additive only",0.3,2,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.3,2,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.3,2,"recessive",6,17,9.03150241543217,8,4.25292848041078,0.531264847966598,0.470588235294118,0.250172263553575
"Recessive only",0.3,2,"recessive",6,33,17.4360740610765,18,8.28715848377474,0.528365880638683,0.545454545454545,0.251126014659841
"Additive + Dominant",0.4,2,"recessive",6,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.4,2,"recessive",6,6,3.09949989916674,4,1.41052544519129,0.51658331652779,0.666666666666667,0.235087574198549
"Additive only",0.4,2,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.4,2,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.4,2,"recessive",6,27,13.7380738992406,12,6.9639021308463,0.508817551823724,0.444444444444444,0.257922301142456
"Recessive only",0.4,2,"recessive",6,41,20.7785707605823,19,10.2953191370899,0.50679440879469,0.463414634146341,0.25110534480707
"Additive + Dominant",0.1,3,"recessive",6,1,0.586018063330106,0,0.343417170549168,0.586018063330106,0,0.343417170549168
"Additive + Recessive",0.1,3,"recessive",6,21,11.4422613397519,7,5.64504125141247,0.544869587607233,0.333333333333333,0.268811488162498
"Additive + Recessive + Dominant",0.1,3,"recessive",6,9,4.7982753429984,4,2.30549051204585,0.5331417047776,0.444444444444444,0.256165612449539
"Additive only",0.1,3,"recessive",6,2,1.04091891067869,0,0.542026617574291,0.520459455339343,0,0.271013308787146
"Dominant only",0.1,3,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,3,"recessive",6,13,7.11045746267281,6,3.44638398124966,0.546958266359447,0.461538461538462,0.265106460096128
"Recessive only",0.1,3,"recessive",6,15,8.26568584451129,7,3.92875441121687,0.551045722967419,0.466666666666667,0.261916960747791
"Additive + Dominant",0.2,3,"recessive",6,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,3,"recessive",6,44,23.755692550836,20,11.3977073825721,0.539902103428091,0.454545454545455,0.259038804149365
"Additive + Recessive + Dominant",0.2,3,"recessive",6,13,7.06035116124992,6,3.4455229085297,0.543103935480763,0.461538461538462,0.265040223733053
"Additive only",0.2,3,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.2,3,"recessive",6,43,23.3659133839533,24,10.3911378471813,0.543393334510543,0.558139534883721,0.241654368539101
"Recessive only",0.2,3,"recessive",6,34,18.417958025917,17,8.52625986855491,0.541704647821088,0.5,0.250772349075144
"Additive + Dominant",0.3,3,"recessive",6,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.3,3,"recessive",6,68,36.0645586869712,37,16.729250519756,0.530361157161341,0.544117647058823,0.246018389996412
"Additive + Recessive + Dominant",0.3,3,"recessive",6,20,10.7853346685359,12,4.94404274190366,0.539266733426796,0.6,0.247202137095183
"Additive only",0.3,3,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.3,3,"recessive",6,55,29.2307460935956,25,14.1118638903962,0.531468110792647,0.454545454545455,0.256579343461749
"Recessive only",0.3,3,"recessive",6,55,29.4037666579819,26,13.7408699326942,0.534613939236034,0.472727272727273,0.249833998776257
"Additive + Dominant",0.4,3,"recessive",6,1,0.553551934611779,0,0.306419744312443,0.553551934611779,0,0.306419744312443
"Additive + Recessive",0.4,3,"recessive",6,83,43.655521800397,46,20.5326460726466,0.525970142173458,0.55421686746988,0.247381277983693
"Additive + Recessive + Dominant",0.4,3,"recessive",6,19,10.0904298230986,10,4.57737635754903,0.531075253847295,0.526315789473684,0.24091454513416
"Additive only",0.4,3,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.4,3,"recessive",6,64,33.4966242721033,29,15.9316985724781,0.523384754251615,0.453125,0.248932790194971
"Recessive only",0.4,3,"recessive",6,64,33.4299582619858,27,16.4440879243253,0.522343097843528,0.421875,0.256938873817582
"Additive + Dominant",0.1,4,"recessive",6,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,4,"recessive",6,27,14.7131777848156,19,6.50434215805442,0.544932510548727,0.703703703703704,0.240901561409423
"Additive + Recessive + Dominant",0.1,4,"recessive",6,16,8.7263831767428,8,4.11089042289058,0.545398948546425,0.5,0.256930651430661
"Additive only",0.1,4,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"recessive",6,1,0.51267031760729,0,0.262830854555559,0.51267031760729,0,0.262830854555559
"Recessive + Dominant",0.1,4,"recessive",6,18,9.61827882826825,13,4.15597680600608,0.53434882379268,0.722222222222222,0.230887600333671
"Recessive only",0.1,4,"recessive",6,10,5.50175803260886,7,2.28789388262023,0.550175803260886,0.7,0.228789388262023
"Additive + Dominant",0.2,4,"recessive",6,2,1.1265931955075,0,0.634607620091449,0.56329659775375,0,0.317303810045724
"Additive + Recessive",0.2,4,"recessive",6,76,41.067222198975,39,19.1660746980234,0.540358186828618,0.513157894736842,0.252185193395044
"Additive + Recessive + Dominant",0.2,4,"recessive",6,49,26.4046587809327,27,12.2264659848356,0.538870587365974,0.551020408163265,0.249519713976236
"Additive only",0.2,4,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.2,4,"recessive",6,2,1.05540141063079,0,0.557327460485146,0.527700705315396,0,0.278663730242573
"Recessive + Dominant",0.2,4,"recessive",6,77,41.6928668371294,44,18.8238849351426,0.541465803079603,0.571428571428571,0.244466038118735
"Recessive only",0.2,4,"recessive",6,57,31.2095202440476,33,14.0641326585946,0.547535442878027,0.578947368421053,0.246739169449028
"Additive + Dominant",0.3,4,"recessive",6,7,3.87971460541283,0,2.15758597670669,0.554244943630405,0,0.308226568100956
"Additive + Recessive",0.3,4,"recessive",6,86,45.9813475583389,48,21.2884597713283,0.534666832073708,0.558139534883721,0.247540229899167
"Additive + Recessive + Dominant",0.3,4,"recessive",6,56,29.9338449700667,25,14.2509591826073,0.534532945894049,0.446428571428571,0.254481413975131
"Additive only",0.3,4,"recessive",6,2,1.08749018486053,0,0.593877927565645,0.543745092430265,0,0.296938963782822
"Dominant only",0.3,4,"recessive",6,1,0.590887862814092,0,0.349148466421005,0.590887862814092,0,0.349148466421005
"Recessive + Dominant",0.3,4,"recessive",6,81,43.3794043191052,36,20.7777153157424,0.535548201470434,0.444444444444444,0.256515003898055
"Recessive only",0.3,4,"recessive",6,55,29.4529856487774,28,14.151349723746,0.53550882997777,0.509090909090909,0.257297267704473
"Additive + Dominant",0.4,4,"recessive",6,4,2.34430584290062,0,1.37444454423943,0.586076460725154,0,0.343611136059859
"Additive + Recessive",0.4,4,"recessive",6,87,46.0804042869047,49,21.310008726304,0.529659819389709,0.563218390804598,0.244942629037977
"Additive + Recessive + Dominant",0.4,4,"recessive",6,68,36.6485958578085,35,16.8835773489497,0.538949939085419,0.514705882352941,0.248287902190437
"Additive only",0.4,4,"recessive",6,2,1.13877199036818,0,0.649443327509469,0.569385995184088,0,0.324721663754735
"Dominant only",0.4,4,"recessive",6,3,1.75665164706107,0,1.02863503028644,0.585550549020357,0,0.342878343428815
"Recessive + Dominant",0.4,4,"recessive",6,105,56.9398960650097,56,26.0478632287055,0.542284724428664,0.533333333333333,0.248074887892433
"Recessive only",0.4,4,"recessive",6,73,39.1724610665551,40,18.4115594075199,0.536609055706234,0.547945205479452,0.252213142568766
"Additive + Dominant",0.1,5,"recessive",6,4,2.2113898051651,0,1.22612660858301,0.552847451291274,0,0.306531652145751
"Additive + Recessive",0.1,5,"recessive",6,17,9.37905346321753,10,4.00576553457363,0.55170902724809,0.588235294117647,0.235633266739625
"Additive + Recessive + Dominant",0.1,5,"recessive",6,15,8.42250497929706,9,3.57172815321494,0.561500331953138,0.6,0.238115210214329
"Additive only",0.1,5,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,5,"recessive",6,10,5.65389115522878,4,2.63603433188466,0.565389115522878,0.4,0.263603433188466
"Recessive only",0.1,5,"recessive",6,7,3.87904701267144,6,1.42368968065264,0.554149573238777,0.857142857142857,0.203384240093235
"Additive + Dominant",0.2,5,"recessive",6,1,0.560212717021286,0,0.313838288312372,0.560212717021286,0,0.313838288312372
"Additive + Recessive",0.2,5,"recessive",6,82,44.351202837246,43,21.0944871366761,0.540868327283488,0.524390243902439,0.257249843130197
"Additive + Recessive + Dominant",0.2,5,"recessive",6,89,47.8361712184142,51,21.6578445006367,0.537485069869822,0.573033707865168,0.243346567422885
"Additive only",0.2,5,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.2,5,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.2,5,"recessive",6,65,35.4617052379675,38,15.9956949215366,0.54556469596873,0.584615384615385,0.246087614177486
"Recessive only",0.2,5,"recessive",6,35,19.0690016851864,18,8.8756529798118,0.544828619576755,0.514285714285714,0.25359008513748
"Additive + Dominant",0.3,5,"recessive",6,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.3,5,"recessive",6,150,81.5192713516757,70,37.8406634412879,0.543461809011171,0.466666666666667,0.252271089608586
"Additive + Recessive + Dominant",0.3,5,"recessive",6,165,88.4332278093337,84,41.3419963129513,0.535958956420204,0.509090909090909,0.250557553411826
"Additive only",0.3,5,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.3,5,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.3,5,"recessive",6,119,65.1511970911558,79,27.8182633278544,0.547489051186183,0.663865546218487,0.233766918721466
"Recessive only",0.3,5,"recessive",6,63,33.9720378976554,33,15.7744478509563,0.539238696788182,0.523809523809524,0.250388061126291
"Additive + Dominant",0.4,5,"recessive",6,1,0.516859397032828,0,0.267143636301138,0.516859397032828,0,0.267143636301138
"Additive + Recessive",0.4,5,"recessive",6,141,75.4618517841158,76,34.1517156085971,0.535190438185219,0.539007092198582,0.242210748997142
"Additive + Recessive + Dominant",0.4,5,"recessive",6,169,90.1113851515226,89,41.7202730744625,0.533203462435045,0.526627218934911,0.246865521150666
"Additive only",0.4,5,"recessive",6,0,0,0,0,NA,NA,NA
"Dominant only",0.4,5,"recessive",6,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.4,5,"recessive",6,139,74.8272480012786,84,32.7133735802707,0.538325525189055,0.60431654676259,0.235348011368854
"Recessive only",0.4,5,"recessive",6,79,42.6176288217443,47,19.0989855230853,0.539463655971447,0.594936708860759,0.241759310418801
"Additive only",0.1,1,"additive",7,14,9.21332545204533,9,3.15205639920806,0.658094675146095,0.642857142857143,0.225146885657719
"Dominant only",0.1,1,"additive",7,3,2.02605838116727,0,1.36980956800518,0.675352793722425,0,0.456603189335059
"Recessive only",0.1,1,"additive",7,0,0,0,0,NA,NA,NA
"Additive only",0.2,1,"additive",7,20,12.9096126491569,14,4.31512494871405,0.645480632457847,0.7,0.215756247435702
"Dominant only",0.2,1,"additive",7,0,0,0,0,NA,NA,NA
"Recessive only",0.2,1,"additive",7,0,0,0,0,NA,NA,NA
"Additive only",0.3,1,"additive",7,17,10.9934288974651,11,4.03233640307006,0.646672288086183,0.647058823529412,0.237196259004121
"Dominant only",0.3,1,"additive",7,1,0.612584308959088,0,0.375259535582884,0.612584308959088,0,0.375259535582884
"Recessive only",0.3,1,"additive",7,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"additive",7,8,5.14838868876393,2,2.83919904463248,0.643548586095491,0.25,0.35489988057906
"Dominant only",0.4,1,"additive",7,0,0,0,0,NA,NA,NA
"Recessive only",0.4,1,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.1,2,"additive",7,11,7.34980049281892,6,2.91135074666318,0.668163681165356,0.545454545454545,0.264668249696652
"Additive + Recessive",0.1,2,"additive",7,6,3.84019815970801,5,1.01061546892761,0.640033026618002,0.833333333333333,0.168435911487936
"Additive only",0.1,2,"additive",7,24,15.5027835038583,16,5.32713241808387,0.645949312660763,0.666666666666667,0.221963850753494
"Dominant only",0.1,2,"additive",7,6,3.99229042021858,0,2.65766968658399,0.665381736703097,0,0.442944947763998
"Recessive + Dominant",0.1,2,"additive",7,0,0,0,0,NA,NA,NA
"Recessive only",0.1,2,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.2,2,"additive",7,24,15.3635964885124,18,4.60238477772325,0.640149853688016,0.75,0.191766032405135
"Additive + Recessive",0.2,2,"additive",7,9,5.84561175368031,5,2.12961073415842,0.64951241707559,0.555555555555556,0.236623414906491
"Additive only",0.2,2,"additive",7,43,27.8251380147973,36,7.15920416133303,0.647096232902263,0.837209302325581,0.166493120031001
"Dominant only",0.2,2,"additive",7,5,3.34115856499825,0,2.23607955234778,0.668231712999651,0,0.447215910469555
"Recessive + Dominant",0.2,2,"additive",7,1,0.653222659072214,0,0.426699842325374,0.653222659072214,0,0.426699842325374
"Recessive only",0.2,2,"additive",7,1,0.659581487810515,0,0.435047739062333,0.659581487810515,0,0.435047739062333
"Additive + Dominant",0.3,2,"additive",7,18,11.5913835182518,11,4.36335967988968,0.643965751013986,0.611111111111111,0.242408871104982
"Additive + Recessive",0.3,2,"additive",7,21,13.6901288963096,13,4.72001873323808,0.651910899824265,0.619047619047619,0.224762796820861
"Additive only",0.3,2,"additive",7,32,20.7514460530446,21,7.3160280821023,0.648482689157643,0.65625,0.228625877565697
"Dominant only",0.3,2,"additive",7,4,2.59052447537938,0,1.67899348343027,0.647631118844846,0,0.419748370857568
"Recessive + Dominant",0.3,2,"additive",7,0,0,0,0,NA,NA,NA
"Recessive only",0.3,2,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,2,"additive",7,17,11.0923807598455,8,4.8422324483744,0.652492985873264,0.470588235294118,0.284837202845553
"Additive + Recessive",0.4,2,"additive",7,14,9.1765310996346,10,3.04132059451425,0.655466507116757,0.714285714285714,0.217237185322446
"Additive only",0.4,2,"additive",7,27,17.4831898599859,16,6.38028093914714,0.647525550369849,0.592592592592593,0.236306701449894
"Dominant only",0.4,2,"additive",7,2,1.2875747233622,0,0.828928744973544,0.643787361681102,0,0.414464372486772
"Recessive + Dominant",0.4,2,"additive",7,2,1.28917086477178,0,0.832322066585907,0.644585432385889,0,0.416161033292953
"Recessive only",0.4,2,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.1,3,"additive",7,13,8.54611880225726,7,3.44759044597154,0.657393754019789,0.538461538461538,0.265199265074734
"Additive + Recessive",0.1,3,"additive",7,10,6.57742766642028,9,1.47117064740413,0.657742766642028,0.9,0.147117064740413
"Additive + Recessive + Dominant",0.1,3,"additive",7,5,3.24608153141735,1,1.83317538074122,0.64921630628347,0.2,0.366635076148243
"Additive only",0.1,3,"additive",7,10,6.48732575516224,7,2.19225369534052,0.648732575516224,0.7,0.219225369534052
"Dominant only",0.1,3,"additive",7,2,1.25811186499781,0,0.791974854671687,0.629055932498907,0,0.395987427335843
"Recessive + Dominant",0.1,3,"additive",7,2,1.34724951026529,0,0.90766743958076,0.673624755132645,0,0.45383371979038
"Recessive only",0.1,3,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.2,3,"additive",7,49,31.6157291373804,30,11.5699549882187,0.645218961987356,0.612244897959184,0.236121530371811
"Additive + Recessive",0.2,3,"additive",7,23,14.9448314749258,13,5.49803916156246,0.649775281518513,0.565217391304348,0.239045180937498
"Additive + Recessive + Dominant",0.2,3,"additive",7,12,7.60706807163961,8,2.65594200312359,0.633922339303301,0.666666666666667,0.221328500260299
"Additive only",0.2,3,"additive",7,34,21.86233899567,24,7.30148067584739,0.643009970460883,0.705882352941177,0.21474943164257
"Dominant only",0.2,3,"additive",7,4,2.60139291488316,0,1.69756580074523,0.650348228720791,0,0.424391450186307
"Recessive + Dominant",0.2,3,"additive",7,6,3.82875583385653,0,2.44774140618438,0.638125972309421,0,0.407956901030731
"Recessive only",0.2,3,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.3,3,"additive",7,46,30.074972014554,31,10.0083768532252,0.653803739446826,0.673913043478261,0.217573409852721
"Additive + Recessive",0.3,3,"additive",7,53,34.2846552350407,38,10.8512800419369,0.646880287453597,0.716981132075472,0.204741132866735
"Additive + Recessive + Dominant",0.3,3,"additive",7,14,9.19099278949174,8,3.32435756818638,0.656499484963696,0.571428571428571,0.237454112013313
"Additive only",0.3,3,"additive",7,42,27.3442188677066,32,7.76231665290055,0.65105283018349,0.761904761904762,0.184817063164299
"Dominant only",0.3,3,"additive",7,8,5.1326334929514,0,3.30195461282286,0.641579186618925,0,0.412744326602857
"Recessive + Dominant",0.3,3,"additive",7,4,2.58047634596796,0,1.66833001782005,0.64511908649199,0,0.417082504455013
"Recessive only",0.3,3,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,3,"additive",7,50,32.4162306130809,36,10.3939683410528,0.648324612261618,0.72,0.207879366821055
"Additive + Recessive",0.4,3,"additive",7,49,31.5772464106072,34,10.5948408475757,0.644433600216473,0.693877551020408,0.21622124178726
"Additive + Recessive + Dominant",0.4,3,"additive",7,17,11.0053284635008,8,4.75451878429113,0.647372262558872,0.470588235294118,0.279677575546537
"Additive only",0.4,3,"additive",7,42,27.0536181096589,28,9.51835893770682,0.644133764515687,0.666666666666667,0.226627593754924
"Dominant only",0.4,3,"additive",7,5,3.21946689285083,0,2.07592242107206,0.643893378570166,0,0.415184484214412
"Recessive + Dominant",0.4,3,"additive",7,9,5.73185150044057,0,3.65484580776215,0.636872388937842,0,0.406093978640239
"Recessive only",0.4,3,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.1,4,"additive",7,9,5.94227452035526,3,2.99613083541351,0.660252724483917,0.333333333333333,0.332903426157057
"Additive + Recessive",0.1,4,"additive",7,7,4.50919308445324,4,1.72234228016748,0.644170440636177,0.571428571428571,0.246048897166783
"Additive + Recessive + Dominant",0.1,4,"additive",7,6,3.8480048843888,2,1.90879621072084,0.641334147398134,0.333333333333333,0.318132701786807
"Additive only",0.1,4,"additive",7,4,2.61980080861188,3,0.799847409796723,0.654950202152971,0.75,0.199961852449181
"Dominant only",0.1,4,"additive",7,2,1.33152572516563,0,0.886524138969656,0.665762862582813,0,0.443262069484828
"Recessive + Dominant",0.1,4,"additive",7,5,3.3022622018607,0,2.18560367941735,0.660452440372141,0,0.43712073588347
"Recessive only",0.1,4,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.2,4,"additive",7,75,48.725100210144,40,19.7185641355658,0.649668002801919,0.533333333333333,0.262914188474211
"Additive + Recessive",0.2,4,"additive",7,41,26.3310296712488,25,9.89339926599037,0.642220235884118,0.609756097560976,0.241302421121716
"Additive + Recessive + Dominant",0.2,4,"additive",7,36,23.3643551829757,19,9.94718955116353,0.649009866193769,0.527777777777778,0.276310820865654
"Additive only",0.2,4,"additive",7,44,28.485810109385,25,11.0488762666135,0.647404775213295,0.568181818181818,0.251110824241217
"Dominant only",0.2,4,"additive",7,8,5.23252799333276,0,3.42797174493468,0.654065999166595,0,0.428496468116835
"Recessive + Dominant",0.2,4,"additive",7,17,10.8255880334555,0,6.90436480478288,0.636799296085616,0,0.406139106163699
"Recessive only",0.2,4,"additive",7,1,0.626300237028687,0,0.39225198690219,0.626300237028687,0,0.39225198690219
"Additive + Dominant",0.3,4,"additive",7,107,69.6917673742098,56,28.1381420487086,0.651324928730932,0.523364485981308,0.262973290174847
"Additive + Recessive",0.3,4,"additive",7,76,49.3767247808695,56,15.266700596435,0.649693747116704,0.736842105263158,0.200877639426776
"Additive + Recessive + Dominant",0.3,4,"additive",7,69,44.9947207513849,33,19.5737353066746,0.652097402193984,0.478260869565217,0.28367732328514
"Additive only",0.3,4,"additive",7,73,47.5828472878098,45,17.3481999693597,0.651819825860408,0.616438356164384,0.237646574922736
"Dominant only",0.3,4,"additive",7,8,5.10627755369143,0,3.2637257510255,0.638284694211429,0,0.407965718878187
"Recessive + Dominant",0.3,4,"additive",7,26,16.7981666620948,0,10.8729437535726,0.646083333157491,0,0.418190144368175
"Recessive only",0.3,4,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,4,"additive",7,103,66.775197212844,50,28.2116747891833,0.648302885561593,0.485436893203884,0.27389975523479
"Additive + Recessive",0.4,4,"additive",7,114,73.5906902970927,82,23.9150422316755,0.645532371027129,0.719298245614035,0.209781072207679
"Additive + Recessive + Dominant",0.4,4,"additive",7,62,40.2562484973929,39,14.4668400202673,0.649294330603111,0.629032258064516,0.23333612935915
"Additive only",0.4,4,"additive",7,62,40.1485013811752,39,14.6084917211337,0.647556473889923,0.629032258064516,0.235620834211833
"Dominant only",0.4,4,"additive",7,13,8.30914221929127,0,5.32412873907804,0.639164786099329,0,0.409548364544464
"Recessive + Dominant",0.4,4,"additive",7,12,7.61452767152075,0,4.83810247927572,0.634543972626729,0,0.40317520660631
"Recessive only",0.4,4,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.1,5,"additive",7,26,17.1185957987278,4,10.2576340499005,0.6584075307203,0.153846153846154,0.394524386534636
"Additive + Recessive",0.1,5,"additive",7,14,9.05764284846183,10,3.03630636033319,0.646974489175845,0.714285714285714,0.216879025738085
"Additive + Recessive + Dominant",0.1,5,"additive",7,13,8.33702774521987,3,4.56240955579261,0.641309826555374,0.230769230769231,0.350954581214816
"Additive only",0.1,5,"additive",7,6,4.0046146963844,3,1.62072040552304,0.667435782730733,0.5,0.270120067587173
"Dominant only",0.1,5,"additive",7,5,3.26845646039512,0,2.13804554532395,0.653691292079023,0,0.42760910906479
"Recessive + Dominant",0.1,5,"additive",7,7,4.4572992199671,0,2.84227640162647,0.636757031423872,0,0.406039485946639
"Recessive only",0.1,5,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.2,5,"additive",7,90,58.9511724955328,30,29.3412117433666,0.655013027728142,0.333333333333333,0.326013463815185
"Additive + Recessive",0.2,5,"additive",7,56,36.6726854276292,42,11.2585847593804,0.654869382636236,0.75,0.201046156417507
"Additive + Recessive + Dominant",0.2,5,"additive",7,61,39.9054134145865,39,14.0669809051523,0.654187105157156,0.639344262295082,0.230606244346759
"Additive only",0.2,5,"additive",7,28,18.075605729149,18,6.55636836556482,0.645557347469609,0.642857142857143,0.234156013055886
"Dominant only",0.2,5,"additive",7,14,9.18135808978657,0,6.03505226450102,0.655811292127612,0,0.431075161750072
"Recessive + Dominant",0.2,5,"additive",7,22,14.2359863637917,0,9.22986325268354,0.647090289263259,0,0.419539238758343
"Recessive only",0.2,5,"additive",7,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.3,5,"additive",7,137,88.7138620350492,74,35.3502995376142,0.647546438212038,0.54014598540146,0.258031383486235
"Additive + Recessive",0.3,5,"additive",7,130,84.0066633132917,87,29.654962202661,0.646205102409936,0.669230769230769,0.228115093866623
"Additive + Recessive + Dominant",0.3,5,"additive",7,154,99.24527970356,74,43.0367618339662,0.644449868204935,0.480519480519481,0.279459492428352
"Additive only",0.3,5,"additive",7,63,40.6857078386503,43,13.8404382186238,0.645804886327783,0.682539682539683,0.219689495533711
