"scenario","pve","K","true_coding","called_coding","count"
"Additive + Recessive",0.1,3,"recessive","recessive",33
"Additive + Recessive",0.1,3,"recessive","dominant",0
"Additive + Recessive",0.1,3,"recessive","ambiguous",0
"Additive + Recessive",0.1,3,"recessive","undetected",1166
"Additive + Recessive",0.1,3,"dominant","additive",0
"Additive + Recessive",0.1,3,"dominant","recessive",0
"Additive + Recessive",0.1,3,"dominant","dominant",0
"Additive + Recessive",0.1,3,"dominant","ambiguous",0
"Additive + Recessive",0.1,3,"dominant","undetected",0
"Additive + Recessive + Dominant",0.1,3,"additive","additive",6
"Additive + Recessive + Dominant",0.1,3,"additive","recessive",0
"Additive + Recessive + Dominant",0.1,3,"additive","dominant",0
"Additive + Recessive + Dominant",0.1,3,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.1,3,"additive","undetected",394
"Additive + Recessive + Dominant",0.1,3,"recessive","additive",1
"Additive + Recessive + Dominant",0.1,3,"recessive","recessive",13
"Additive + Recessive + Dominant",0.1,3,"recessive","dominant",0
"Additive + Recessive + Dominant",0.1,3,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.1,3,"recessive","undetected",386
"Additive + Recessive + Dominant",0.1,3,"dominant","additive",0
"Additive + Recessive + Dominant",0.1,3,"dominant","recessive",0
"Additive + Recessive + Dominant",0.1,3,"dominant","dominant",6
"Additive + Recessive + Dominant",0.1,3,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.1,3,"dominant","undetected",394
"Additive only",0.1,3,"additive","additive",12
"Additive only",0.1,3,"additive","recessive",0
"Additive only",0.1,3,"additive","dominant",9
"Additive only",0.1,3,"additive","ambiguous",3
"Additive only",0.1,3,"additive","undetected",1176
"Additive only",0.1,3,"recessive","additive",0
"Additive only",0.1,3,"recessive","recessive",0
"Additive only",0.1,3,"recessive","dominant",0
"Additive only",0.1,3,"recessive","ambiguous",0
"Additive only",0.1,3,"recessive","undetected",0
"Additive only",0.1,3,"dominant","additive",0
"Additive only",0.1,3,"dominant","recessive",0
"Additive only",0.1,3,"dominant","dominant",0
"Additive only",0.1,3,"dominant","ambiguous",0
"Additive only",0.1,3,"dominant","undetected",0
"Dominant only",0.1,3,"additive","additive",0
"Dominant only",0.1,3,"additive","recessive",0
"Dominant only",0.1,3,"additive","dominant",0
"Dominant only",0.1,3,"additive","ambiguous",0
"Dominant only",0.1,3,"additive","undetected",0
"Dominant only",0.1,3,"recessive","additive",0
"Dominant only",0.1,3,"recessive","recessive",0
"Dominant only",0.1,3,"recessive","dominant",0
"Dominant only",0.1,3,"recessive","ambiguous",0
"Dominant only",0.1,3,"recessive","undetected",0
"Dominant only",0.1,3,"dominant","additive",4
"Dominant only",0.1,3,"dominant","recessive",0
"Dominant only",0.1,3,"dominant","dominant",22
"Dominant only",0.1,3,"dominant","ambiguous",4
"Dominant only",0.1,3,"dominant","undetected",1170
"Recessive + Dominant",0.1,3,"additive","additive",0
"Recessive + Dominant",0.1,3,"additive","recessive",0
"Recessive + Dominant",0.1,3,"additive","dominant",0
"Recessive + Dominant",0.1,3,"additive","ambiguous",0
"Recessive + Dominant",0.1,3,"additive","undetected",0
"Recessive + Dominant",0.1,3,"recessive","additive",1
"Recessive + Dominant",0.1,3,"recessive","recessive",31
"Recessive + Dominant",0.1,3,"recessive","dominant",0
"Recessive + Dominant",0.1,3,"recessive","ambiguous",0
"Recessive + Dominant",0.1,3,"recessive","undetected",1168
"Recessive + Dominant",0.1,3,"dominant","additive",3
"Recessive + Dominant",0.1,3,"dominant","recessive",0
"Recessive + Dominant",0.1,3,"dominant","dominant",22
"Recessive + Dominant",0.1,3,"dominant","ambiguous",0
"Recessive + Dominant",0.1,3,"dominant","undetected",1175
"Recessive only",0.1,3,"additive","additive",0
"Recessive only",0.1,3,"additive","recessive",0
"Recessive only",0.1,3,"additive","dominant",0
"Recessive only",0.1,3,"additive","ambiguous",0
"Recessive only",0.1,3,"additive","undetected",0
"Recessive only",0.1,3,"recessive","additive",1
"Recessive only",0.1,3,"recessive","recessive",39
"Recessive only",0.1,3,"recessive","dominant",0
"Recessive only",0.1,3,"recessive","ambiguous",0
"Recessive only",0.1,3,"recessive","undetected",1160
"Recessive only",0.1,3,"dominant","additive",0
"Recessive only",0.1,3,"dominant","recessive",0
"Recessive only",0.1,3,"dominant","dominant",0
"Recessive only",0.1,3,"dominant","ambiguous",0
"Recessive only",0.1,3,"dominant","undetected",0
"Additive + Dominant",0.2,3,"additive","additive",90
"Additive + Dominant",0.2,3,"additive","recessive",0
"Additive + Dominant",0.2,3,"additive","dominant",21
"Additive + Dominant",0.2,3,"additive","ambiguous",14
"Additive + Dominant",0.2,3,"additive","undetected",1075
"Additive + Dominant",0.2,3,"recessive","additive",0
"Additive + Dominant",0.2,3,"recessive","recessive",0
"Additive + Dominant",0.2,3,"recessive","dominant",0
"Additive + Dominant",0.2,3,"recessive","ambiguous",0
"Additive + Dominant",0.2,3,"recessive","undetected",0
"Additive + Dominant",0.2,3,"dominant","additive",27
"Additive + Dominant",0.2,3,"dominant","recessive",0
"Additive + Dominant",0.2,3,"dominant","dominant",99
"Additive + Dominant",0.2,3,"dominant","ambiguous",14
"Additive + Dominant",0.2,3,"dominant","undetected",1060
"Additive + Recessive",0.2,3,"additive","additive",113
"Additive + Recessive",0.2,3,"additive","recessive",1
"Additive + Recessive",0.2,3,"additive","dominant",9
"Additive + Recessive",0.2,3,"additive","ambiguous",0
"Additive + Recessive",0.2,3,"additive","undetected",1077
"Additive + Recessive",0.2,3,"recessive","additive",2
"Additive + Recessive",0.2,3,"recessive","recessive",168
"Additive + Recessive",0.2,3,"recessive","dominant",0
"Additive + Recessive",0.2,3,"recessive","ambiguous",0
"Additive + Recessive",0.2,3,"recessive","undetected",1030
"Additive + Recessive",0.2,3,"dominant","additive",0
"Additive + Recessive",0.2,3,"dominant","recessive",0
"Additive + Recessive",0.2,3,"dominant","dominant",0
"Additive + Recessive",0.2,3,"dominant","ambiguous",0
"Additive + Recessive",0.2,3,"dominant","undetected",0
"Additive + Recessive + Dominant",0.2,3,"additive","additive",39
"Additive + Recessive + Dominant",0.2,3,"additive","recessive",0
"Additive + Recessive + Dominant",0.2,3,"additive","dominant",3
"Additive + Recessive + Dominant",0.2,3,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.2,3,"additive","undetected",358
"Additive + Recessive + Dominant",0.2,3,"recessive","additive",1
"Additive + Recessive + Dominant",0.2,3,"recessive","recessive",63
"Additive + Recessive + Dominant",0.2,3,"recessive","dominant",0
"Additive + Recessive + Dominant",0.2,3,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.2,3,"recessive","undetected",336
"Additive + Recessive + Dominant",0.2,3,"dominant","additive",9
"Additive + Recessive + Dominant",0.2,3,"dominant","recessive",0
"Additive + Recessive + Dominant",0.2,3,"dominant","dominant",39
"Additive + Recessive + Dominant",0.2,3,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.2,3,"dominant","undetected",352
"Additive only",0.2,3,"additive","additive",87
"Additive only",0.2,3,"additive","recessive",1
"Additive only",0.2,3,"additive","dominant",22
"Additive only",0.2,3,"additive","ambiguous",14
"Additive only",0.2,3,"additive","undetected",1076
"Additive only",0.2,3,"recessive","additive",0
"Additive only",0.2,3,"recessive","recessive",0
"Additive only",0.2,3,"recessive","dominant",0
"Additive only",0.2,3,"recessive","ambiguous",0
"Additive only",0.2,3,"recessive","undetected",0
"Additive only",0.2,3,"dominant","additive",0
"Additive only",0.2,3,"dominant","recessive",0
"Additive only",0.2,3,"dominant","dominant",0
"Additive only",0.2,3,"dominant","ambiguous",0
"Additive only",0.2,3,"dominant","undetected",0
"Dominant only",0.2,3,"additive","additive",0
"Dominant only",0.2,3,"additive","recessive",0
"Dominant only",0.2,3,"additive","dominant",0
"Dominant only",0.2,3,"additive","ambiguous",0
"Dominant only",0.2,3,"additive","undetected",0
"Dominant only",0.2,3,"recessive","additive",0
"Dominant only",0.2,3,"recessive","recessive",0
"Dominant only",0.2,3,"recessive","dominant",0
"Dominant only",0.2,3,"recessive","ambiguous",0
"Dominant only",0.2,3,"recessive","undetected",0
"Dominant only",0.2,3,"dominant","additive",23
"Dominant only",0.2,3,"dominant","recessive",0
"Dominant only",0.2,3,"dominant","dominant",108
"Dominant only",0.2,3,"dominant","ambiguous",13
"Dominant only",0.2,3,"dominant","undetected",1056
"Recessive + Dominant",0.2,3,"additive","additive",0
"Recessive + Dominant",0.2,3,"additive","recessive",0
"Recessive + Dominant",0.2,3,"additive","dominant",0
"Recessive + Dominant",0.2,3,"additive","ambiguous",0
"Recessive + Dominant",0.2,3,"additive","undetected",0
"Recessive + Dominant",0.2,3,"recessive","additive",1
"Recessive + Dominant",0.2,3,"recessive","recessive",172
"Recessive + Dominant",0.2,3,"recessive","dominant",0
"Recessive + Dominant",0.2,3,"recessive","ambiguous",0
"Recessive + Dominant",0.2,3,"recessive","undetected",1027
"Recessive + Dominant",0.2,3,"dominant","additive",21
"Recessive + Dominant",0.2,3,"dominant","recessive",0
"Recessive + Dominant",0.2,3,"dominant","dominant",118
"Recessive + Dominant",0.2,3,"dominant","ambiguous",0
"Recessive + Dominant",0.2,3,"dominant","undetected",1061
"Recessive only",0.2,3,"additive","additive",0
"Recessive only",0.2,3,"additive","recessive",0
"Recessive only",0.2,3,"additive","dominant",0
"Recessive only",0.2,3,"additive","ambiguous",0
"Recessive only",0.2,3,"additive","undetected",0
"Recessive only",0.2,3,"recessive","additive",2
"Recessive only",0.2,3,"recessive","recessive",166
"Recessive only",0.2,3,"recessive","dominant",0
"Recessive only",0.2,3,"recessive","ambiguous",0
"Recessive only",0.2,3,"recessive","undetected",1032
"Recessive only",0.2,3,"dominant","additive",0
"Recessive only",0.2,3,"dominant","recessive",0
"Recessive only",0.2,3,"dominant","dominant",0
"Recessive only",0.2,3,"dominant","ambiguous",0
"Recessive only",0.2,3,"dominant","undetected",0
"Additive + Dominant",0.3,3,"additive","additive",161
"Additive + Dominant",0.3,3,"additive","recessive",0
"Additive + Dominant",0.3,3,"additive","dominant",26
"Additive + Dominant",0.3,3,"additive","ambiguous",26
"Additive + Dominant",0.3,3,"additive","undetected",987
"Additive + Dominant",0.3,3,"recessive","additive",0
"Additive + Dominant",0.3,3,"recessive","recessive",0
"Additive + Dominant",0.3,3,"recessive","dominant",0
"Additive + Dominant",0.3,3,"recessive","ambiguous",0
"Additive + Dominant",0.3,3,"recessive","undetected",0
"Additive + Dominant",0.3,3,"dominant","additive",28
"Additive + Dominant",0.3,3,"dominant","recessive",0
"Additive + Dominant",0.3,3,"dominant","dominant",188
"Additive + Dominant",0.3,3,"dominant","ambiguous",18
"Additive + Dominant",0.3,3,"dominant","undetected",966
"Additive + Recessive",0.3,3,"additive","additive",185
"Additive + Recessive",0.3,3,"additive","recessive",0
"Additive + Recessive",0.3,3,"additive","dominant",16
"Additive + Recessive",0.3,3,"additive","ambiguous",0
"Additive + Recessive",0.3,3,"additive","undetected",999
"Additive + Recessive",0.3,3,"recessive","additive",2
"Additive + Recessive",0.3,3,"recessive","recessive",266
"Additive + Recessive",0.3,3,"recessive","dominant",0
"Additive + Recessive",0.3,3,"recessive","ambiguous",0
"Additive + Recessive",0.3,3,"recessive","undetected",932
"Additive + Recessive",0.3,3,"dominant","additive",0
"Additive + Recessive",0.3,3,"dominant","recessive",0
"Additive + Recessive",0.3,3,"dominant","dominant",0
"Additive + Recessive",0.3,3,"dominant","ambiguous",0
"Additive + Recessive",0.3,3,"dominant","undetected",0
"Additive + Recessive + Dominant",0.3,3,"additive","additive",60
"Additive + Recessive + Dominant",0.3,3,"additive","recessive",0
"Additive + Recessive + Dominant",0.3,3,"additive","dominant",7
"Additive + Recessive + Dominant",0.3,3,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.3,3,"additive","undetected",333
"Additive + Recessive + Dominant",0.3,3,"recessive","additive",1
"Additive + Recessive + Dominant",0.3,3,"recessive","recessive",96
"Additive + Recessive + Dominant",0.3,3,"recessive","dominant",0
"Additive + Recessive + Dominant",0.3,3,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.3,3,"recessive","undetected",303
"Additive + Recessive + Dominant",0.3,3,"dominant","additive",8
"Additive + Recessive + Dominant",0.3,3,"dominant","recessive",0
"Additive + Recessive + Dominant",0.3,3,"dominant","dominant",69
"Additive + Recessive + Dominant",0.3,3,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.3,3,"dominant","undetected",323
"Additive only",0.3,3,"additive","additive",166
"Additive only",0.3,3,"additive","recessive",0
"Additive only",0.3,3,"additive","dominant",22
"Additive only",0.3,3,"additive","ambiguous",22
"Additive only",0.3,3,"additive","undetected",990
"Additive only",0.3,3,"recessive","additive",0
"Additive only",0.3,3,"recessive","recessive",0
"Additive only",0.3,3,"recessive","dominant",0
"Additive only",0.3,3,"recessive","ambiguous",0
"Additive only",0.3,3,"recessive","undetected",0
"Additive only",0.3,3,"dominant","additive",0
"Additive only",0.3,3,"dominant","recessive",0
"Additive only",0.3,3,"dominant","dominant",0
"Additive only",0.3,3,"dominant","ambiguous",0
"Additive only",0.3,3,"dominant","undetected",0
"Dominant only",0.3,3,"additive","additive",0
"Dominant only",0.3,3,"additive","recessive",0
"Dominant only",0.3,3,"additive","dominant",0
"Dominant only",0.3,3,"additive","ambiguous",0
"Dominant only",0.3,3,"additive","undetected",0
"Dominant only",0.3,3,"recessive","additive",0
"Dominant only",0.3,3,"recessive","recessive",0
"Dominant only",0.3,3,"recessive","dominant",0
"Dominant only",0.3,3,"recessive","ambiguous",0
"Dominant only",0.3,3,"recessive","undetected",0
"Dominant only",0.3,3,"dominant","additive",23
"Dominant only",0.3,3,"dominant","recessive",0
"Dominant only",0.3,3,"dominant","dominant",195
"Dominant only",0.3,3,"dominant","ambiguous",22
"Dominant only",0.3,3,"dominant","undetected",960
"Recessive + Dominant",0.3,3,"additive","additive",0
"Recessive + Dominant",0.3,3,"additive","recessive",0
"Recessive + Dominant",0.3,3,"additive","dominant",0
"Recessive + Dominant",0.3,3,"additive","ambiguous",0
"Recessive + Dominant",0.3,3,"additive","undetected",0
"Recessive + Dominant",0.3,3,"recessive","additive",1
"Recessive + Dominant",0.3,3,"recessive","recessive",249
"Recessive + Dominant",0.3,3,"recessive","dominant",0
"Recessive + Dominant",0.3,3,"recessive","ambiguous",0
"Recessive + Dominant",0.3,3,"recessive","undetected",950
"Recessive + Dominant",0.3,3,"dominant","additive",23
"Recessive + Dominant",0.3,3,"dominant","recessive",0
"Recessive + Dominant",0.3,3,"dominant","dominant",204
"Recessive + Dominant",0.3,3,"dominant","ambiguous",0
"Recessive + Dominant",0.3,3,"dominant","undetected",973
"Recessive only",0.3,3,"additive","additive",0
"Recessive only",0.3,3,"additive","recessive",0
"Recessive only",0.3,3,"additive","dominant",0
"Recessive only",0.3,3,"additive","ambiguous",0
"Recessive only",0.3,3,"additive","undetected",0
"Recessive only",0.3,3,"recessive","additive",1
"Recessive only",0.3,3,"recessive","recessive",257
"Recessive only",0.3,3,"recessive","dominant",0
"Recessive only",0.3,3,"recessive","ambiguous",0
"Recessive only",0.3,3,"recessive","undetected",942
"Recessive only",0.3,3,"dominant","additive",0
"Recessive only",0.3,3,"dominant","recessive",0
"Recessive only",0.3,3,"dominant","dominant",0
"Recessive only",0.3,3,"dominant","ambiguous",0
"Recessive only",0.3,3,"dominant","undetected",0
"Additive + Dominant",0.4,3,"additive","additive",223
"Additive + Dominant",0.4,3,"additive","recessive",0
"Additive + Dominant",0.4,3,"additive","dominant",25
"Additive + Dominant",0.4,3,"additive","ambiguous",27
"Additive + Dominant",0.4,3,"additive","undetected",925
"Additive + Dominant",0.4,3,"recessive","additive",0
"Additive + Dominant",0.4,3,"recessive","recessive",0
"Additive + Dominant",0.4,3,"recessive","dominant",0
"Additive + Dominant",0.4,3,"recessive","ambiguous",0
"Additive + Dominant",0.4,3,"recessive","undetected",0
"Additive + Dominant",0.4,3,"dominant","additive",22
"Additive + Dominant",0.4,3,"dominant","recessive",0
"Additive + Dominant",0.4,3,"dominant","dominant",267
"Additive + Dominant",0.4,3,"dominant","ambiguous",21
"Additive + Dominant",0.4,3,"dominant","undetected",890
"Additive + Recessive",0.4,3,"additive","additive",260
"Additive + Recessive",0.4,3,"additive","recessive",0
"Additive + Recessive",0.4,3,"additive","dominant",10
"Additive + Recessive",0.4,3,"additive","ambiguous",0
"Additive + Recessive",0.4,3,"additive","undetected",930
"Additive + Recessive",0.4,3,"recessive","additive",0
"Additive + Recessive",0.4,3,"recessive","recessive",327
"Additive + Recessive",0.4,3,"recessive","dominant",0
"Additive + Recessive",0.4,3,"recessive","ambiguous",0
"Additive + Recessive",0.4,3,"recessive","undetected",873
"Additive + Recessive",0.4,3,"dominant","additive",0
"Additive + Recessive",0.4,3,"dominant","recessive",0
"Additive + Recessive",0.4,3,"dominant","dominant",0
"Additive + Recessive",0.4,3,"dominant","ambiguous",0
"Additive + Recessive",0.4,3,"dominant","undetected",0
"Additive + Recessive + Dominant",0.4,3,"additive","additive",88
"Additive + Recessive + Dominant",0.4,3,"additive","recessive",0
"Additive + Recessive + Dominant",0.4,3,"additive","dominant",5
"Additive + Recessive + Dominant",0.4,3,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.4,3,"additive","undetected",307
"Additive + Recessive + Dominant",0.4,3,"recessive","additive",0
"Additive + Recessive + Dominant",0.4,3,"recessive","recessive",119
"Additive + Recessive + Dominant",0.4,3,"recessive","dominant",0
"Additive + Recessive + Dominant",0.4,3,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.4,3,"recessive","undetected",281
"Additive + Recessive + Dominant",0.4,3,"dominant","additive",5
"Additive + Recessive + Dominant",0.4,3,"dominant","recessive",0
"Additive + Recessive + Dominant",0.4,3,"dominant","dominant",92
"Additive + Recessive + Dominant",0.4,3,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.4,3,"dominant","undetected",303
"Additive only",0.4,3,"additive","additive",247
"Additive only",0.4,3,"additive","recessive",0
"Additive only",0.4,3,"additive","dominant",19
"Additive only",0.4,3,"additive","ambiguous",24
"Additive only",0.4,3,"additive","undetected",910
"Additive only",0.4,3,"recessive","additive",0
"Additive only",0.4,3,"recessive","recessive",0
"Additive only",0.4,3,"recessive","dominant",0
"Additive only",0.4,3,"recessive","ambiguous",0
"Additive only",0.4,3,"recessive","undetected",0
"Additive only",0.4,3,"dominant","additive",0
"Additive only",0.4,3,"dominant","recessive",0
"Additive only",0.4,3,"dominant","dominant",0
"Additive only",0.4,3,"dominant","ambiguous",0
"Additive only",0.4,3,"dominant","undetected",0
"Dominant only",0.4,3,"additive","additive",0
"Dominant only",0.4,3,"additive","recessive",0
"Dominant only",0.4,3,"additive","dominant",0
"Dominant only",0.4,3,"additive","ambiguous",0
"Dominant only",0.4,3,"additive","undetected",0
"Dominant only",0.4,3,"recessive","additive",0
"Dominant only",0.4,3,"recessive","recessive",0
"Dominant only",0.4,3,"recessive","dominant",0
"Dominant only",0.4,3,"recessive","ambiguous",0
"Dominant only",0.4,3,"recessive","undetected",0
"Dominant only",0.4,3,"dominant","additive",17
"Dominant only",0.4,3,"dominant","recessive",0
"Dominant only",0.4,3,"dominant","dominant",267
"Dominant only",0.4,3,"dominant","ambiguous",24
"Dominant only",0.4,3,"dominant","undetected",892
"Recessive + Dominant",0.4,3,"additive","additive",0
"Recessive + Dominant",0.4,3,"additive","recessive",0
"Recessive + Dominant",0.4,3,"additive","dominant",0
"Recessive + Dominant",0.4,3,"additive","ambiguous",0
"Recessive + Dominant",0.4,3,"additive","undetected",0
"Recessive + Dominant",0.4,3,"recessive","additive",0
"Recessive + Dominant",0.4,3,"recessive","recessive",318
"Recessive + Dominant",0.4,3,"recessive","dominant",0
"Recessive + Dominant",0.4,3,"recessive","ambiguous",0
"Recessive + Dominant",0.4,3,"recessive","undetected",882
"Recessive + Dominant",0.4,3,"dominant","additive",14
"Recessive + Dominant",0.4,3,"dominant","recessive",0
"Recessive + Dominant",0.4,3,"dominant","dominant",266
"Recessive + Dominant",0.4,3,"dominant","ambiguous",0
"Recessive + Dominant",0.4,3,"dominant","undetected",920
"Recessive only",0.4,3,"additive","additive",0
"Recessive only",0.4,3,"additive","recessive",0
"Recessive only",0.4,3,"additive","dominant",0
"Recessive only",0.4,3,"additive","ambiguous",0
"Recessive only",0.4,3,"additive","undetected",0
"Recessive only",0.4,3,"recessive","additive",0
"Recessive only",0.4,3,"recessive","recessive",318
"Recessive only",0.4,3,"recessive","dominant",0
"Recessive only",0.4,3,"recessive","ambiguous",0
"Recessive only",0.4,3,"recessive","undetected",882
"Recessive only",0.4,3,"dominant","additive",0
"Recessive only",0.4,3,"dominant","recessive",0
"Recessive only",0.4,3,"dominant","dominant",0
"Recessive only",0.4,3,"dominant","ambiguous",0
"Recessive only",0.4,3,"dominant","undetected",0
"Additive + Dominant",0.1,4,"additive","additive",21
"Additive + Dominant",0.1,4,"additive","recessive",0
"Additive + Dominant",0.1,4,"additive","dominant",2
"Additive + Dominant",0.1,4,"additive","ambiguous",5
"Additive + Dominant",0.1,4,"additive","undetected",2372
"Additive + Dominant",0.1,4,"recessive","additive",0
"Additive + Dominant",0.1,4,"recessive","recessive",0
"Additive + Dominant",0.1,4,"recessive","dominant",0
"Additive + Dominant",0.1,4,"recessive","ambiguous",0
"Additive + Dominant",0.1,4,"recessive","undetected",0
"Additive + Dominant",0.1,4,"dominant","additive",5
"Additive + Dominant",0.1,4,"dominant","recessive",0
"Additive + Dominant",0.1,4,"dominant","dominant",10
"Additive + Dominant",0.1,4,"dominant","ambiguous",7
"Additive + Dominant",0.1,4,"dominant","undetected",2378
"Additive + Recessive",0.1,4,"additive","additive",11
"Additive + Recessive",0.1,4,"additive","recessive",0
"Additive + Recessive",0.1,4,"additive","dominant",4
"Additive + Recessive",0.1,4,"additive","ambiguous",0
"Additive + Recessive",0.1,4,"additive","undetected",2385
"Additive + Recessive",0.1,4,"recessive","additive",1
"Additive + Recessive",0.1,4,"recessive","recessive",23
"Additive + Recessive",0.1,4,"recessive","dominant",0
"Additive + Recessive",0.1,4,"recessive","ambiguous",0
"Additive + Recessive",0.1,4,"recessive","undetected",2376
"Additive + Recessive",0.1,4,"dominant","additive",0
"Additive + Recessive",0.1,4,"dominant","recessive",0
"Additive + Recessive",0.1,4,"dominant","dominant",0
"Additive + Recessive",0.1,4,"dominant","ambiguous",0
"Additive + Recessive",0.1,4,"dominant","undetected",0
"Additive + Recessive + Dominant",0.1,4,"additive","additive",5
"Additive + Recessive + Dominant",0.1,4,"additive","recessive",0
"Additive + Recessive + Dominant",0.1,4,"additive","dominant",1
"Additive + Recessive + Dominant",0.1,4,"additive","ambiguous",0
"Additive + Recessive + Dominant",0.1,4,"additive","undetected",1594
"Additive + Recessive + Dominant",0.1,4,"recessive","additive",3
"Additive + Recessive + Dominant",0.1,4,"recessive","recessive",16
"Additive + Recessive + Dominant",0.1,4,"recessive","dominant",0
"Additive + Recessive + Dominant",0.1,4,"recessive","ambiguous",0
"Additive + Recessive + Dominant",0.1,4,"recessive","undetected",1581
"Additive + Recessive + Dominant",0.1,4,"dominant","additive",4
"Additive + Recessive + Dominant",0.1,4,"dominant","recessive",0
"Additive + Recessive + Dominant",0.1,4,"dominant","dominant",13
"Additive + Recessive + Dominant",0.1,4,"dominant","ambiguous",0
"Additive + Recessive + Dominant",0.1,4,"dominant","undetected",1583
"Additive only",0.1,4,"additive","additive",10
"Additive only",0.1,4,"additive","recessive",0
"Additive only",0.1,4,"additive","dominant",1
"Additive only",0.1,4,"additive","ambiguous",4
"Additive only",0.1,4,"additive","undetected",1585
"Additive only",0.1,4,"recessive","additive",0
"Additive only",0.1,4,"recessive","recessive",0
"Additive only",0.1,4,"recessive","dominant",0
"Additive only",0.1,4,"recessive","ambiguous",0
"Additive only",0.1,4,"recessive","undetected",0
"Additive only",0.1,4,"dominant","additive",0
"Additive only",0.1,4,"dominant","recessive",0
"Additive only",0.1,4,"dominant","dominant",0
"Additive only",0.1,4,"dominant","ambiguous",0
"Additive only",0.1,4,"dominant","undetected",0
"Dominant only",0.1,4,"additive","additive",0
"Dominant only",0.1,4,"additive","recessive",0
"Dominant only",0.1,4,"additive","dominant",0
"Dominant only",0.1,4,"additive","ambiguous",0
"Dominant only",0.1,4,"additive","undetected",0
"Dominant only",0.1,4,"recessive","additive",0
"Dominant only",0.1,4,"recessive","recessive",0
"Dominant only",0.1,4,"recessive","dominant",0
"Dominant only",0.1,4,"recessive","ambiguous",0
"Dominant only",0.1,4,"recessive","undetected",0
"Dominant only",0.1,4,"dominant","additive",3
"Dominant only",0.1,4,"dominant","recessive",0
"Dominant only",0.1,4,"dominant","dominant",6
"Dominant only",0.1,4,"dominant","ambiguous",4
"Dominant only",0.1,4,"dominant","undetected",1587
"Recessive + Dominant",0.1,4,"additive","additive",0
"Recessive + Dominant",0.1,4,"additive","recessive",0
"Recessive + Dominant",0.1,4,"additive","dominant",0
"Recessive + Dominant",0.1,4,"additive","ambiguous",0
"Recessive + Dominant",0.1,4,"additive","undetected",0
"Recessive + Dominant",0.1,4,"recessive","additive",2
"Recessive + Dominant",0.1,4,"recessive","recessive",16
"Recessive + Dominant",0.1,4,"recessive","dominant",0
"Recessive + Dominant",0.1,4,"recessive","ambiguous",0
"Recessive + Dominant",0.1,4,"recessive","undetected",2382
"Recessive + Dominant",0.1,4,"dominant","additive",6
"Recessive + Dominant",0.1,4,"dominant","recessive",0
"Recessive + Dominant",0.1,4,"dominant","dominant",21
"Recessive + Dominant",0.1,4,"dominant","ambiguous",0
"Recessive + Dominant",0.1,4,"dominant","undetected",2373
"Recessive only",0.1,4,"additive","additive",0
"Recessive only",0.1,4,"additive","recessive",0
"Recessive only",0.1,4,"additive","dominant",0
"Recessive only",0.1,4,"additive","ambiguous",0
"Recessive only",0.1,4,"additive","undetected",0
"Recessive only",0.1,4,"recessive","additive",1
"Recessive only",0.1,4,"recessive","recessive",12
"Recessive only",0.1,4,"recessive","dominant",0
"Recessive only",0.1,4,"recessive","ambiguous",0
"Recessive only",0.1,4,"recessive","undetected",1587
"Recessive only",0.1,4,"dominant","additive",0
"Recessive only",0.1,4,"dominant","recessive",0
"Recessive only",0.1,4,"dominant","dominant",0
"Recessive only",0.1,4,"dominant","ambiguous",0
"Recessive only",0.1,4,"dominant","undetected",0
"Additive + Dominant",0.2,4,"additive","additive",102
"Additive + Dominant",0.2,4,"additive","recessive",0
"Additive + Dominant",0.2,4,"additive","dominant",23
"Additive + Dominant",0.2,4,"additive","ambiguous",26
"Additive + Dominant",0.2,4,"additive","undetected",2249
"Additive + Dominant",0.2,4,"recessive","additive",0
"Additive + Dominant",0.2,4,"recessive","recessive",0
"Additive + Dominant",0.2,4,"recessive","dominant",0
"Additive + Dominant",0.2,4,"recessive","ambiguous",0
"Additive + Dominant",0.2,4,"recessive","undetected",0
"Additive + Dominant",0.2,4,"dominant","additive",15
"Additive + Dominant",0.2,4,"dominant","recessive",0
"Additive + Dominant",0.2,4,"dominant","dominant",147
"Additive + Dominant",0.2,4,"dominant","ambiguous",14
"Additive + Dominant",0.2,4,"dominant","undetected",2224
"Additive + Recessive",0.2,4,"additive","additive",132
"Additive + Recessive",0.2,4,"additive","recessive",0
"Additive + Recessive",0.2,4,"additive","dominant",31
"Additive + Recessive",0.2,4,"additive","ambiguous",0
"Additive + Recessive",0.2,4,"additive","undetected",2237
"Additive + Recessive",0.2,4,"recessive","additive",0
"Additive + Recessive",0.2,4,"recessive","recessive",238
"Additive + Recessive",0.2,4,"recessive","dominant",0
"Additive + Recessive",0.2,4,"recessive","ambiguous",0
"Additive + Recessive",0.2,4,"recessive","undetected",2162
"Additive + Recessive",0.2,4,"dominant","additive",0
